TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1590105787294	-2.422207	-0.211025	-6.736259	0.659088	-0.183400	-0.170451	-0.709164	img__0_1590105787290582400.png
1590105787532	-3.837231	-0.240913	-6.736259	0.724024	-0.166219	-0.187245	-0.642728	img__0_1590105787529192600.png
1590105787763	-2.168193	-0.041650	-6.736259	0.724024	-0.166219	-0.187245	-0.642728	img__0_1590105787760524300.png
1590105787998	-1.842856	-0.002808	-6.736259	0.718875	-0.182987	-0.206133	-0.638157	img__0_1590105787996971500.png
1590105788215	-1.953496	0.923921	-7.465444	0.707102	-0.216134	-0.243474	-0.627705	img__0_1590105788213087700.png
1590105788450	-1.983193	1.172651	-7.661152	0.707102	-0.216134	-0.243474	-0.627705	img__0_1590105788447830400.png
1590105788695	-1.983193	1.172651	-7.661152	0.707102	-0.216134	-0.243474	-0.627705	img__0_1590105788693153600.png
1590105788950	-1.983193	1.172651	-7.661152	0.707102	-0.216134	-0.243474	-0.627705	img__0_1590105788948295000.png
1590105789210	-1.983193	1.172651	-7.661152	0.696039	-0.220350	-0.239665	-0.639950	img__0_1590105789207742600.png
1590105789441	0.302510	0.974683	-7.661152	0.567762	-0.260336	-0.195496	-0.756077	img__0_1590105789439257600.png
1590105789687	2.520293	-0.134595	-7.661152	0.413067	-0.292855	-0.142230	-0.850519	img__0_1590105789685000600.png
1590105789925	4.083023	-1.919648	-7.661152	0.235212	-0.315331	-0.080990	-0.915796	img__0_1590105789921970700.png
1590105790157	4.789487	-4.082778	-7.661152	0.047913	-0.325147	-0.016498	-0.944305	img__0_1590105790155314600.png
1590105790371	4.637280	-6.230210	-7.661152	0.124978	0.322708	-0.043032	0.937224	img__0_1590105790366262900.png
1590105790603	3.646860	-8.274092	-7.661152	0.309323	0.307648	-0.106506	0.893492	img__0_1590105790600852600.png
1590105790829	1.964731	-9.781548	-7.661152	0.466971	0.283087	-0.160787	0.822160	img__0_1590105790826595400.png
1590105791059	-0.155576	-10.615908	-7.661152	0.602644	0.250865	-0.207501	0.728581	img__0_1590105791056561000.png
1590105791308	-2.599858	-10.657807	-7.661152	0.725327	0.208850	-0.249743	0.606557	img__0_1590105791306262400.png
1590105791546	-4.778652	-9.899345	-7.661152	0.815490	0.164766	-0.280788	0.478526	img__0_1590105791544630200.png
1590105791794	-6.759917	-8.313472	-7.661152	0.889039	0.110838	-0.306112	0.321901	img__0_1590105791792074700.png
1590105792065	-8.068203	-5.953086	-7.661152	0.935368	0.047583	-0.322065	0.138192	img__0_1590105792030439600.png
1590105792501	-7.931992	-1.695088	-7.661152	0.927846	-0.062653	-0.319475	-0.181966	img__0_1590105792302623000.png
1590105792745	-6.579995	0.402080	-7.661152	0.872941	-0.125089	-0.300571	-0.363296	img__0_1590105792741708800.png
1590105792996	-4.565830	1.768677	-7.661152	0.782986	-0.182502	-0.269598	-0.530041	img__0_1590105792994463000.png
1590105793236	-2.211743	2.244834	-7.661152	0.667466	-0.230590	-0.229822	-0.669701	img__0_1590105793234547800.png
1590105793469	0.083960	1.836782	-7.661152	0.534243	-0.268611	-0.183951	-0.780125	img__0_1590105793466513300.png
1590105793717	2.203218	0.515776	-7.661152	0.367988	-0.299892	-0.126707	-0.870973	img__0_1590105793714247900.png
1590105793962	3.453691	-1.196987	-7.661152	0.195039	-0.318559	-0.067157	-0.925186	img__0_1590105793956881600.png
1590105794203	3.453691	-1.196987	-7.661152	0.195039	-0.318559	-0.067157	-0.925186	img__0_1590105794200390100.png
1590105794456	3.453691	-1.196987	-7.661152	0.195039	-0.318559	-0.067157	-0.925186	img__0_1590105794453861800.png
1590105794693	3.453691	-1.196987	-7.661152	0.195039	-0.318559	-0.067157	-0.925186	img__0_1590105794691191900.png
